@relation veh-prime-edited

@attribute f0 numeric
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute Class {noncar,car}

@data
0.443,-1.054,-0.803805,0.496234,-0.984097,-0.196144,0.094884,-0.918758,-0.518014,-0.148108,-0.526721,0.079226,0.003907,-0.658687,0.863407,0.031526,-0.685503,0.007833,0.128572,-0.763957,-0.741388,-0.051201,-0.84824,0.950125,0.48516,-0.339928,0.621412,0.051015,-0.899998,-0.276731,0.141787,1.092533,-1.193437,0.271261,-1.275409,-0.003668,car
0.568,0.403,-1.337978,-0.180984,-0.346091,-0.026713,-0.457999,0.330687,-0.048651,-0.037439,-0.124346,0.105277,0.093704,-0.184888,0.02851,-0.192461,-0.230901,-0.026866,-0.865867,-1.141257,-0.23424,-0.025778,-0.272573,0.493817,-0.264719,-1.757736,-1.359342,0.488564,-0.893357,-0.018286,0.090157,1.758647,2.298262,-0.528966,2.05839,0.214923,car
0.509,0.403,-0.589367,-0.360994,0.642084,0.30217,-0.019474,0.847134,0.184981,-0.318575,0.232628,-0.139636,-0.084007,0.380584,-0.48656,-0.239958,0.149912,0.527045,-0.077981,-0.572872,0.184231,0.53929,0.240002,0.529695,-0.035497,-1.186253,-1.206686,0.292631,-0.469609,-0.03944,0.213869,-1.087222,1.397514,0.503608,1.111767,0.007779,car
-0.031,0.768,0.357658,0.665237,0.306552,-0.006698,-0.013122,0.709597,-0.204661,-0.174406,0.216757,-0.246321,0.193939,0.013643,-0.400562,0.038876,0.130915,0.058087,0.001246,0.473487,-0.02829,-0.168878,-0.020686,0.011214,-0.016026,-0.248848,-1.75658,0.042912,1.819926,-0.101223,0.061179,0.493139,1.925467,0.174239,1.881228,0.545003,car
0.014,-0.932,-1.520374,0.781756,-2.44303,0.126593,-0.439819,-1.755905,-0.964134,0.250841,-1.462876,-0.017391,0.335953,-1.468625,2.098765,0.527711,-1.384124,-0.150188,-0.965395,-1.927603,-1.60204,-0.221437,-1.278108,0.040144,-0.027062,-1.163722,2.331943,-0.055267,-0.114245,0.061201,-0.296146,-1.242096,-1.472862,0.065343,-1.663449,-0.046095,noncar
0.003,-1.175,-0.507548,-0.306553,-0.346376,0.331237,-0.764294,-0.351672,0.27384,-0.012407,-0.381897,0.002536,0.049812,-0.498607,0.400502,0.031844,-0.590952,0.087166,-0.018226,-0.232953,-0.200423,0.18354,-0.556005,-0.005486,0.048838,-0.543295,0.326755,-0.542492,-1.254167,-0.202313,0.043006,0.884525,-0.219517,-0.042355,-0.348369,-0.163291,noncar
0.587,-0.568,0.013322,0.016215,0.12077,-0.01362,0.771355,-0.626334,-0.346063,0.089369,0.539469,0.009648,0.017033,-0.333757,0.225088,-0.410386,-0.274295,-0.048057,-0.085902,0.721794,-0.397222,0.828643,-0.460454,0.993442,0.036349,-0.01073,0.3125,-0.220211,1.125438,-0.6552,0.047505,0.392356,-0.940382,0.016924,-0.327188,0.012169,noncar
0.005,-0.325,-0.965397,-0.053129,-0.307057,0.117527,-0.051049,-0.378174,-0.393553,-0.07904,-0.129531,-0.069953,0.213241,-0.882644,0.886867,-0.001672,-0.98429,-0.78652,0.523382,-0.607197,-0.880659,0.096831,-0.843915,0.002978,-0.039823,-1.592033,-1.373718,0.119791,0.216108,0.005439,-0.741863,0.484575,1.874642,0.413898,1.798362,0.45472,noncar
0.981,0.282,0.822158,-0.134237,0.750951,-0.280924,0.092874,1.263518,0.768385,-0.167867,0.118649,-0.468928,0.144584,0.492517,-0.780735,-0.146871,0.486302,-0.614671,-0.02283,0.665053,0.861755,0.350828,0.527381,0.292894,-0.038508,1.186316,-0.780828,-0.053464,0.292598,0.85419,-0.116515,-0.834279,0.643563,0.020531,0.667473,-0.371928,car
-0.107,-0.69,-1.545118,0.903897,-1.364166,-0.317293,0.281738,-0.831716,-0.282249,-0.044363,-0.352138,0.249564,-0.079916,-1.250175,1.440308,-0.112222,-0.916372,-0.04003,0.00703,-1.42079,-1.295321,0.023336,-1.14606,-0.002385,-0.177743,-1.970258,-1.359595,0.058773,-1.1179,0.637424,-0.01718,-0.712822,2.150002,-0.3087,1.800667,-0.026889,noncar
-0.895,1.982,0.226118,0.039527,1.087505,0.101476,-0.174461,0.785308,-0.054432,-0.235228,0.122094,-0.146753,0.198617,0.66634,-0.764598,0.242109,0.569757,-0.25994,-0.012943,0.036941,0.662079,0.417625,0.624243,-0.96771,0.441896,-0.38504,-1.028626,-0.055659,0.902127,-0.162888,0.942429,-0.675402,0.780222,-0.05206,0.847449,0.027899,car
-0.232,-0.811,-0.658021,0.314822,-0.98989,-0.789809,-1.001925,-0.78401,-0.39165,0.016991,-0.541097,0.11746,0.002213,-0.702102,0.639393,-0.793086,-0.717955,0.179708,0.426117,-0.844233,-0.809103,-0.106227,-0.644662,0.14339,0.017714,0.152742,0.845873,-0.956828,2.499582,0.006335,0.012236,-1.05365,-1.24892,0.737863,-1.41076,-0.420058,car
0.063,-0.568,0.342384,0.056614,0.039668,0.003735,0.055821,0.019624,-0.104438,-0.106809,-0.067806,0.552473,-0.035654,-0.108516,-0.056306,-0.010451,-0.233607,0.931843,-0.081612,0.118299,0.080837,0.625136,-0.26442,0.531031,0.800721,0.472039,-0.04175,-0.147993,0.118065,-0.378734,-0.130892,-0.272622,-0.331717,0.482236,-0.379713,0.051806,car
-0.028,-0.447,-0.313541,0.118034,-0.58968,-0.688732,-0.031894,-0.370116,0.329871,0.107169,-0.168015,-0.13287,0.063136,-1.027885,0.937311,0.259668,-1.019433,-1.059022,0.427952,-0.188986,-0.966839,0.164249,-0.940755,-0.686926,0.887742,-0.20175,-1.050918,0.02022,-0.452409,0.065898,-0.064349,-0.710083,1.992412,0.932805,1.773529,0.122115,noncar
0.009,-0.447,0.391456,0.06836,0.186508,-0.029694,0.035495,-0.301088,0.305473,-0.059827,0.215949,0.118016,-0.853433,-0.159214,0.062733,0.373086,-0.107939,-0.038716,0.400093,0.820357,-0.45139,-0.111816,-0.401762,-0.914898,-0.253937,0.31689,0.063406,-0.729224,0.527389,-0.342558,-0.01148,-1.396466,-0.61126,0.085348,-0.091385,1.006702,noncar
-0.324,1.011,-0.310812,0.828932,0.913839,-0.292645,0.517757,0.856206,0.170496,0.333788,0.279957,0.800708,-0.045349,0.579517,-0.688755,-0.354972,0.554957,0.152189,1.008588,-0.425261,0.450963,0.027064,0.397394,0.037658,0.216793,-1.003616,-1.008829,0.106328,0.281515,-0.027398,0.530637,-0.104096,0.968415,-0.468078,1.099533,0.011946,car
0.269,1.982,1.263102,0.047351,1.454631,0.241259,-0.37469,1.620702,0.564868,0.239405,0.347425,0.218775,-0.299352,1.323546,-1.158842,0.176135,1.377699,-0.291552,0.043142,1.071882,1.127043,0.822593,1.248107,-0.032555,-0.091131,1.065491,-0.745517,-0.208844,-0.268911,0.056127,0.032313,0.344433,0.291694,-0.131229,0.914643,0.036989,car
-0.216,0.039,0.166735,-0.090167,0.618378,0.167508,0.101559,0.146352,1.076882,0.006356,0.713078,-0.411357,0.348688,-0.386737,0.244303,-0.041007,-0.201529,-0.090332,-0.097883,0.484878,-0.453821,0.350608,-0.539752,-0.977376,-0.033229,0.645264,-0.46701,-0.022765,1.778228,0.110902,0.613441,0.938499,0.131175,-0.5601,0.574052,0.586171,noncar
-0.007,-1.054,-0.142389,-0.051372,-1.022298,0.006862,0.096333,-1.387576,-0.535355,-0.088499,-0.581952,-0.418423,0.032021,-0.63911,0.576936,-0.438702,-0.515455,0.639846,-0.491673,-0.216323,-0.602777,0.034428,-0.647931,-0.09499,0.183915,0.431573,1.565737,0.027654,0.293686,0.114934,-0.229781,-1.353216,-1.470033,0.851225,-1.709559,0.420269,noncar
-0.018,0.16,1.040861,-0.004328,0.916059,-0.234791,0.956908,0.752862,0.247852,0.547293,0.029544,-0.296578,-0.514758,0.605013,-0.775103,-0.110527,0.575138,-0.195626,0.140972,0.825968,0.599645,0.158652,0.514135,0.316029,-0.392607,1.848747,-0.70144,-1.019611,1.401615,0.257258,0.041303,-1.47492,0.363251,-0.589074,0.309374,-0.28915,car
0.931,1.132,-0.562209,0.038107,0.057089,-0.359234,-0.744256,0.759671,0.112507,0.005004,0.04529,-0.037249,-0.464287,0.185757,-0.389533,-0.030763,0.120139,-0.080039,-0.450631,-0.39507,0.305922,-0.286869,0.059656,0.034776,0.297025,-1.160406,-1.059935,0.07108,0.123406,0.15449,-0.063904,1.970304,1.365966,0.389434,1.333296,0.707689,car
-0.09,0.403,0.411538,0.158311,0.395108,-0.069838,0.126497,0.435551,-0.200714,-0.226918,-0.350705,0.022872,0.02574,0.933401,-0.976729,-0.093564,0.94105,-0.014247,-0.01064,-0.029653,0.805851,0.028029,0.936807,-0.175432,-0.070909,0.836815,0.284237,0.088658,0.281378,-0.62583,-0.010569,-1.472941,0.51339,-0.03731,-0.614417,0.250867,noncar
0.628,-0.325,-1.579795,0.111123,-0.940698,0.008446,0.024622,-0.293343,-0.36061,1.046242,-0.428337,-0.325773,0.226023,-0.574893,0.458703,0.554874,-0.636833,-0.061516,-0.000344,-1.218902,-0.633021,-0.220121,-0.591771,0.257773,-0.207053,-1.628504,-1.174375,0.088498,-1.100638,-0.047571,0.085108,-1.216875,1.287088,0.873706,0.926399,0.076979,car
0.09,-0.204,-1.299897,0.001839,-0.175483,-0.879418,0.607509,0.322421,0.645481,0.466665,-0.130549,-0.85952,-0.227995,-0.471115,0.257437,-0.766942,-0.622091,-0.179294,-0.387297,-1.378373,-0.332651,0.214692,-0.503385,-0.060819,0.062089,-1.00219,-0.425141,-0.010357,-0.036854,0.257456,0.000367,-0.386856,0.179636,0.074226,0.049976,-0.039467,car
-0.04,0.768,2.158064,0.045225,1.646351,-0.002727,-0.075012,1.735563,1.01994,-0.150306,0.529896,-0.221315,0.365993,1.651235,-1.352797,-0.292468,1.67396,0.260526,0.479481,2.416456,1.421791,-0.187012,1.825936,-0.076876,0.242919,0.925272,-0.009126,-0.084057,-1.309098,-0.433344,0.047165,0.063039,-0.347522,0.72771,0.295388,0.027333,car
-0.891,-1.418,-0.311546,0.475618,-0.553403,-0.423823,0.104372,-0.324561,0.769748,-0.632677,-0.350916,0.102448,0.102473,-0.483514,0.368147,-0.890232,-0.617054,-0.103509,0.133994,-0.266641,-0.269598,-0.020086,-0.618853,-0.007876,-0.133662,-0.074706,1.008902,0.395421,-0.941943,0.262437,0.314521,0.467213,-0.863454,-0.106542,-1.001672,0.894319,noncar
0.179,1.375,0.963737,0.516633,-0.161063,0.204158,0.101474,1.085373,1.168134,0.080693,-0.551768,0.327772,0.94348,0.672977,-0.917229,0.225534,0.631781,0.336384,-0.933279,0.740518,0.813989,0.261928,0.829677,-0.632174,0.048467,0.424965,0.260036,-0.599185,-0.071356,0.029494,0.151959,0.852839,0.776641,-0.127791,-0.236368,0.082844,noncar
0.173,-0.932,0.036463,0.669959,-0.706287,-0.043269,-0.392453,-1.399911,-0.679011,-0.028937,-0.374188,0.054786,-0.07217,-0.597424,0.55668,0.008297,-0.575314,0.022807,-0.010314,-0.261947,-0.57601,0.854757,-0.740237,-0.052154,0.019543,0.432324,1.610022,0.947555,0.520422,0.09436,-0.469379,-0.878211,-1.473616,0.011461,-1.619228,0.0026,noncar
0.997,-0.568,-0.605985,-0.344103,-0.344847,-0.053923,0.093189,0.443253,1.477092,0.044566,-0.276921,-0.786536,-0.29483,-0.469551,0.13911,0.764249,-0.620987,-0.373253,-0.352653,-0.868398,-0.330676,0.435636,-0.360128,0.537472,0.049465,-0.625479,0.275727,-0.02639,0.337257,-0.029847,0.944298,-0.097874,0.37827,0.518295,-0.17302,-0.032942,noncar
0.608,0.16,0.227177,0.80481,-0.356227,-0.027699,-0.140041,-0.240789,0.527209,0.015354,0.568612,-0.112393,0.115977,-0.184589,0.152968,-0.139384,-0.242359,-0.308079,-0.029711,0.474746,-0.440131,-0.66774,-0.350457,-0.026395,0.165032,-0.057876,0.181948,0.149269,0.338076,0.29815,0.39109,-1.017343,-0.778455,0.032939,-0.387426,-0.192557,noncar
0,0.282,0.138756,-0.268112,-0.768134,0.627655,-0.099209,0.697846,1.198046,0.269148,-0.597555,-0.34458,0.007113,-0.043549,-0.20722,0.065435,-0.198551,0.070735,-0.173412,-0.011344,-0.218972,-0.001132,-0.128737,-0.556712,0.173222,-0.117982,-0.541008,-0.012968,2.102458,-0.006079,0.691553,-0.312308,1.756884,0.021873,0.913032,0.575142,noncar
-0.574,-0.447,0.100318,-0.330909,-0.600204,0.01043,-0.047242,-0.904319,-0.475058,-0.065559,0.52517,0.132186,0.40467,-0.257027,0.139294,-0.0766,-0.196,0.242131,-0.090114,0.727935,-0.622031,0.043118,-0.393999,-0.019724,0.218224,0.367732,0.421824,-0.03973,-1.254998,-0.062216,-0.73992,-0.455891,-1.163807,-0.073027,-0.346181,0.014393,noncar
0.015,1.982,1.829959,0.049274,1.661153,0.223646,0.464118,0.91559,-0.571701,-0.09839,-0.808212,-0.210797,0.109587,2.415361,-1.753136,-0.040297,2.518272,0.099929,0.477965,1.342639,2.653993,-0.043988,2.74058,0.023901,0.102713,2.883626,1.217047,-0.194148,0.872876,0.62988,0.331369,-0.278334,-0.925748,-0.024099,-1.68031,0.882389,noncar
-0.08,0.646,-1.160567,0.008712,-0.541541,-0.710758,-0.087325,0.418169,0.554543,0.167776,-0.494409,-0.028197,0.040159,-0.118295,-0.296143,0.306153,-0.212288,0.009864,0.068616,-1.215952,0.144662,-0.44785,-0.158852,-0.104187,0.244089,-1.155853,-0.20231,-0.077706,-0.948552,0.535666,-0.158981,1.103765,1.795906,-0.280588,0.791799,-0.712018,noncar
-0.685,-1.054,-0.414492,-0.125295,-1.022801,-0.022634,-0.054933,-1.612016,-1.070902,-0.001764,-0.346978,-0.509974,-0.851399,-0.574164,0.732271,-0.975541,-0.631107,0.411786,-0.650136,-0.355547,-0.568075,0.349161,-0.644174,0.010263,0.055749,-0.460045,1.668204,0.81981,0.743969,-0.805205,0.049441,-0.700876,-1.388258,-0.0343,-1.774287,0.430467,noncar
-0.001,-0.69,-0.843418,-0.275159,-0.878586,-0.564186,0.048595,-0.687456,-0.397417,0.848825,-0.401049,-0.982686,0.097774,-1.160182,1.211306,0.540425,-0.94107,0.062495,-0.419564,-1.071212,-1.370384,-0.055792,-1.106451,0.63976,-0.078659,-0.897072,-1.079537,0.041401,-1.041515,0.38924,-0.033218,-1.368106,0.685537,-0.678944,0.54781,0.078429,car
-0.058,1.496,1.937495,-0.512759,1.629193,-0.004792,-0.020908,2.005457,0.652029,-0.587205,-0.515691,0.026679,-0.031877,2.920284,-1.907197,0.851024,2.865515,-0.299836,0.925872,1.62614,3.039361,-0.579364,3.053782,0.695596,-0.003314,2.606365,1.761782,-0.022498,0.578694,-0.033295,0.390815,2.033707,-1.468182,-0.043746,-1.552081,0.02434,noncar
0.132,-0.568,-1.688913,-0.04316,-1.87788,-0.107492,-0.068326,-1.375922,-0.658564,-0.02255,-0.962439,0.498411,-0.099277,-1.420438,1.870744,-0.004187,-1.296958,0.166326,0.503877,-1.639376,-1.488164,0.627428,-1.251681,0.007498,-0.106352,-1.500192,1.298162,0.275954,-0.308055,-0.13587,-0.559353,0.024452,-1.300515,0.504009,-1.57216,-0.764386,car
-0.163,1.375,1.096832,0.613824,1.386904,-0.043337,-0.089027,0.804107,-0.211762,-0.820972,0.51882,0.315036,0.391351,0.641084,-0.638331,0.724607,0.582434,0.752384,-0.937703,0.999475,0.593573,0.460895,0.562759,0.238373,-0.141863,0.58302,-1.020385,0.834208,2.292888,0.644272,0.582887,-0.880168,1.079541,-0.086137,1.300886,-0.386474,car
-0.058,0.039,-0.81154,0.087367,0.050243,0.02081,0.522289,0.477848,0.033017,0.213349,0.067791,-0.118371,-0.019635,0.077326,-0.231109,0.690378,-0.081876,0.407273,0.071451,-0.612938,-0.246374,0.179264,-0.064129,0.518365,0.046862,-1.237449,-1.505493,-0.00475,-0.930554,0.172638,0.285,-0.419685,1.802605,-0.071197,1.987638,-0.025858,car
0.007,-0.932,0.017202,0.749512,-0.649862,-0.310833,0.045009,0.009855,1.095358,0.062036,-0.578929,0.021517,-0.062429,-0.531907,0.546548,-0.042072,-0.599069,0.028475,-0.148692,-0.199867,-0.497359,0.037411,-0.739882,-0.199355,-0.068194,0.370466,-0.198974,0.054787,0.705214,-0.457671,-0.198006,-0.512324,-0.259257,0.020062,-0.67193,0.043469,noncar
-0.795,1.739,0.967993,0.039966,1.074615,0.683727,0.654211,1.148896,0.158827,0.475877,0.307904,0.106524,0.036965,0.78689,-0.864642,-0.195909,0.890579,-0.281333,0.082035,0.84515,0.797388,-0.202869,0.804367,-0.351341,0.018746,0.797715,-1.017857,-0.359312,0.170482,0.334372,0.399166,0.382336,0.836447,-0.712895,1.245906,-0.582226,car
0.414,-0.447,0.171274,-0.525854,-0.593161,0.232015,0.051322,-1.132736,-0.800895,-0.060841,0.476058,-0.064029,0.496078,-0.274017,0.23811,-0.054459,-0.218949,-0.522149,0.131234,0.892546,-0.516927,0.010264,-0.455545,0.003342,-0.018874,-0.138649,0.497156,0.052973,-1.408272,0.139446,0.128625,0.398336,-1.089636,0.523154,-0.529592,0.131917,noncar
-0.169,0.768,-0.261316,-0.066825,0.544715,-0.162604,-0.361394,0.832356,0.036573,0.126568,0.401262,0.499789,-0.004624,0.31424,-0.663367,-0.545695,0.171564,-0.19382,0.348975,-0.40761,0.304258,-0.78947,0.317759,-0.661855,0.530769,-0.610846,-1.117608,-0.150022,-0.074982,0.049909,0.278229,-0.317745,1.06604,-0.030954,1.248742,-0.102228,car
0,-0.204,-0.621593,-0.661322,-1.010871,-0.100604,-0.119091,-1.359287,-1.112689,-0.629213,-0.344701,-0.032159,-0.132938,-0.881723,1.111004,0.701592,-0.985478,0.267711,0.002703,-0.348363,-0.919674,-0.239605,-0.895891,-0.481939,-0.038737,-0.425092,1.046446,0.581201,0.175893,0.111472,0.281384,0.653588,-1.046515,-0.274823,-1.647469,0.562343,noncar
-0.232,-0.568,-1.113447,-0.83631,0.059969,-0.337233,-0.881597,-0.373573,-0.348802,0.422748,-0.012756,0.771195,-0.916678,-0.433884,0.275226,-0.005443,-0.691723,-0.018257,-0.065948,-1.387422,-0.328961,-0.003723,-0.543754,0.422779,0.04762,-1.163926,-0.291307,0.000486,-1.074411,-0.959327,0.085517,-1.279377,-0.338719,0.017551,-0.4251,0.007957,car
-0.129,-0.204,-1.215366,-0.827229,-0.40404,-0.765109,0.808608,0.372266,1.088507,-0.231159,-0.580604,0.047312,-0.039676,-0.480542,0.175911,-0.027843,-0.608061,0.100794,-0.304202,-1.299575,-0.123843,-0.356826,-0.40638,-0.502832,0.012568,-1.453708,-0.174118,-0.043196,-1.257997,0.0102,0.096494,-0.98534,1.383195,0.30224,0.850978,0.414416,noncar
0.417,-1.297,-0.532521,0.497027,-0.630962,0.206163,0.877947,-0.487192,0.238417,0.31016,-0.351472,0.109053,0.114052,-0.607294,0.488583,0.778806,-0.594622,0.215374,0.036672,-0.406771,-0.481185,0.094415,-0.552011,-0.93872,0.094812,-0.528787,0.21809,0.849537,-0.958634,0.128433,0.073453,-1.15558,-0.781821,-0.212391,-0.701732,0.029679,noncar
0.364,-0.082,0.402676,0.259044,0.145507,0.036471,0.803925,-0.142832,-0.203774,-0.077755,-0.355734,0.031853,1.035905,-0.100884,-0.10349,-0.016294,-0.118351,0.555064,-0.015652,-0.05065,0.278562,0.077953,-0.146603,-0.14775,-0.709536,0.78241,0.104159,-0.087895,1.153718,0.176695,-0.589952,-0.992935,-0.34158,0.424556,-0.495901,-0.064448,car
-0.461,1.496,1.397845,-0.227392,1.10097,0.041062,0.245344,0.677798,-0.350675,-0.196388,0.574325,-0.781967,-0.052368,1.460836,-1.272735,0.003053,1.304151,-0.046643,-0.008329,1.207256,1.286751,0.136294,1.449141,0.560462,0.854292,0.501573,-0.119174,0.019517,0.975828,0.043453,0.853039,1.246324,-0.12542,0.514241,0.29952,0.053115,car
0.575,1.739,0.600665,-0.523452,1.278273,-0.045032,0.049196,0.954288,-0.065041,-0.397576,0.360963,0.76204,-0.035479,1.10607,-1.232566,0.878099,0.917745,-0.150186,0.012977,0.520319,1.268215,0.030792,1.054493,-0.950957,-0.365794,1.236195,-0.015747,0.104421,-0.136297,-0.064875,0.384722,0.341078,0.007926,0.079385,0.23344,0.01528,car
-0.178,0.282,0.521647,0.580682,0.048226,-0.953993,0.047379,0.298191,-0.283571,0.025021,-0.107231,0.925987,-0.156967,0.086383,-0.22517,-0.769233,0.216695,0.036322,-0.296646,0.233443,0.222009,-0.03225,0.038852,-0.021901,-0.121978,0.72398,-0.750911,-0.018357,1.702355,-0.045946,-0.11307,-1.361107,0.998576,0.022343,0.704738,-0.098313,car
-0,-0.082,-0.367272,0.92461,-0.290059,0.036206,0.094172,-0.291849,0.308192,0.019257,-0.06611,0.206734,-0.766637,-0.96834,0.849774,-0.041823,-0.915201,-0.051881,-0.637287,-0.221376,-1.003929,0.095017,-0.892072,0.002312,0.49473,-0.502909,-1.31154,0.0692,2.054656,-0.56685,0.048487,-0.041667,2.397507,-0.586799,1.99667,0.01121,noncar
0.093,0.646,1.050507,0.696047,1.391693,0.052744,-0.584568,0.291178,-0.862763,-0.251893,0.368905,-0.057271,0.060321,1.247004,-1.115079,0.502053,1.377944,0.254124,-0.273797,1.283297,0.963743,0.40489,1.304419,0.363158,0.644361,1.217389,0.1215,-0.545125,-0.70486,-0.085187,0.055708,-1.178982,-0.338087,0.009129,-0.212551,-0.055846,car
-0.294,1.982,1.437644,0.176603,1.244592,-0.155978,-0.714817,0.985908,0.347684,-0.041911,0.578988,-0.297604,-0.002676,1.246506,-1.248231,0.110417,1.357261,0.037793,-0.023258,1.649017,1.027994,-0.031761,1.341608,0.045929,-0.005224,1.360261,0.110462,-0.163183,2.188487,-0.082707,-0.023254,0.387516,-0.137005,0.007231,0.401624,-0.672479,car
-0.001,-1.418,-0.276732,-0.008889,-0.752903,-0.986346,0.468905,2.407265,5.443804,-0.002889,10.070178,-0.438039,0.124532,-0.927857,0.905089,-0.096487,-0.94697,0.325046,-0.006784,-0.168838,1.234085,0.73791,-0.857045,-0.137377,-0.517423,-0.139075,3.565514,0.135629,-0.557838,-0.093435,0.003315,-0.405991,0.205545,-0.09459,0.471649,0.181329,noncar
-0.443,-0.204,-1.561067,0.071771,-1.436239,0.018474,-0.967926,-0.9138,-0.502022,-0.054548,-0.615189,0.956164,0.065918,-1.428771,1.810068,-0.5761,-1.394542,0.039022,-0.009814,-1.093007,-1.53191,0.018869,-1.279696,0.90324,-0.06698,-1.744176,-1.179231,0.42692,-0.083743,-0.284719,0.367601,0.533251,1.303078,0.843939,1.000793,-0.465274,noncar
0.017,0.039,0.651669,-0.000608,-0.041098,0.236583,0.078421,-0.944567,-0.730295,-0.066898,0.229678,0.540807,-0.053613,-0.285575,0.2342,0.376982,-0.272015,0.059144,-0.026011,0.726339,-0.393547,0.124981,-0.371109,-0.078285,0.581091,0.318524,0.46921,0.096598,0.732097,0.135542,-0.12082,-0.551633,-1.034411,-0.071411,-0.505769,-0.146775,noncar
0.887,0.16,-0.508229,0.003949,0.918784,-0.00532,-0.347725,0.902672,0.480249,0.151034,0.021061,-0.085645,-0.109401,0.223416,-0.578748,0.559331,0.139783,-0.106617,-0.027481,-0.516885,0.304468,0.024117,0.247711,0.296502,0.001518,-0.768899,-0.787812,0.036163,-1.078038,-0.017511,0.222786,1.858066,0.678597,-0.024066,0.577422,-0.276078,car
0.471,1.011,1.458135,0.015722,0.960873,-0.162167,-0.115711,0.928361,-0.137913,0.011274,-0.573791,-0.194803,-0.674747,1.663223,-1.489164,0.229769,1.840077,0.086239,0.641252,1.124143,1.817696,0.511262,1.828299,0.05163,-0.271512,1.718976,0.920857,-0.332969,0.612163,0.734362,0.690958,0.146207,-0.116515,0.021676,-1.099041,-0.281242,noncar
0.083,0.768,1.444218,0.02431,1.197929,0.004153,-0.127008,1.063664,0.430597,0.023425,0.246553,0.265672,0.257481,0.926628,-1.056243,-0.029004,0.974708,-0.726862,0.615306,1.178742,1.165614,0.067226,0.877809,-0.014248,0.635696,2.046217,-0.106149,-0.537418,-0.526809,-0.020896,0.250687,-0.06161,-0.298625,0.154795,-0.011602,-0.034027,car
0.003,1.375,-0.01046,-0.296607,1.186278,0.003265,-0.109755,0.840233,-0.088793,0.978689,0.305582,0.227238,-0.581923,0.89969,-0.946878,-0.231369,0.879696,-0.09747,-0.027824,0.08709,0.803482,0.495507,0.846916,-0.690192,0.28979,0.491633,-0.709825,-0.299852,0.355346,0.936165,-0.268439,-0.85911,0.460748,0.007519,0.551909,0.403085,car
0.251,1.618,1.197587,-0.040906,1.636213,0.006365,-0.261557,1.365214,0.16808,0.302081,0.603662,-0.26294,-0.115871,1.477151,-1.227266,-0.105051,1.743431,0.856372,0.009562,1.401554,1.221498,-0.631089,1.479739,-0.038456,0.149652,0.690447,-0.441206,0.069525,0.720556,-0.22049,-0.39628,0.882086,0.157968,-0.023871,0.909044,0.852046,car
0,0.039,-0.152856,0.137431,-0.762464,0.806109,-0.31186,0.541689,1.361587,-0.079825,-0.130805,0.290781,0.490839,-0.476412,0.039615,0.070123,-0.636539,-0.272866,0.026249,-0.232735,-0.62378,0.022708,-0.486154,-0.104871,0.101465,0.092564,-0.679241,-0.059921,0.155472,-0.816882,0.681091,-1.233465,1.647975,-0.047497,1.472808,-0.054776,noncar
-0.228,0.768,1.150151,-0.553798,1.777866,0.430655,-0.045183,1.719559,0.737827,0.039021,0.216418,-0.815494,0.445815,1.582972,-1.491474,0.190751,1.752442,0.576227,-0.028844,1.127044,1.689588,0.329079,1.64098,-0.272675,0.065655,0.9181,0.114012,-0.453129,0.08659,0.392012,0.05273,1.622053,-0.116401,-0.007511,0.463213,-0.625648,car
-0.059,0.403,-0.517877,0.125247,0.309068,-0.249265,-0.062315,0.426305,-0.366677,0.072923,0.136018,-0.19503,-0.910569,0.197437,-0.366682,0.052282,0.204256,0.206824,0.51218,-0.536877,0.003814,-0.432223,0.154432,0.394485,-0.352481,-0.949496,-1.239183,-0.13263,-1.089409,0.176996,-0.9347,-0.926242,1.215614,-0.232701,1.286879,-0.012353,car
0.164,0.282,0.216878,0.009016,-0.509182,-0.418699,0.083038,0.921742,1.528734,0.003432,-0.78626,-0.531433,0.448842,-0.189837,-0.278856,-0.693611,-0.245258,-0.09444,-0.050686,0.091915,-0.080725,-0.339495,-0.2301,-0.21136,0.049904,0.524568,-0.330826,-0.043579,0.162099,-0.388932,0.22515,-0.498868,1.190864,-0.258085,0.567928,1.018337,noncar
-0.393,1.253,1.148987,-0.837271,1.842783,0.315559,0.228516,0.079702,-1.056243,0.064564,0.286029,0.106892,-0.067615,1.462565,-1.456368,0.79675,1.635052,0.04728,0.148181,1.18816,1.433438,-0.806681,1.525816,-0.53728,-0.672528,1.414927,0.227214,0.899496,0.741533,0.685827,-0.164706,1.700905,-0.149443,0.154512,0.375788,0.02992,car
